Source;Human;Mouse;Function;Location;Target;Human;Mouse;Function;Location;Effects;Type of interaction;PubMedID
CAMKII;Q9UQM7;P11798;Kinase;Cytosol;SAP97;Q12959;P70175;Adapter;Cytosol;+;Phosphorylation;15044483
NMDAR;Q12879;P35436;Receptor;Membrane;SAP102;Q92796;P70175;Adapter;Cytosol;+;Binding;11937501
NMDAR;Q12879;P35436;Receptor;Membrane;PSD95;P78352;Q62108;Adapter;Cytosol;0;Binding;11937501
TRKA;P04629;Q9Z139;Receptor;Membrane;IRS1;P35568;P35569;Adapter;Cytosol;+;Phosphorylation;11147812
TRKA;P04629;Q9Z139;Receptor;Membrane;SHC;P29353;Q61120;Adapter;Cytosol;+;Binding;9715270
RAP2;P10114;Q8BU31;GTPase;Cytosol;RAS;P01111;P08556;GTPase;Cytosol;+;Binding;10085114
RAP2;P10114;Q8BU31;GTPase;Cytosol;RALGDS;Q12967;Q03385;GEF;Cytosol;+;Binding;10085114
IGF1R;P08069;Q60751;Receptor;Cytosol;IRS1;P35568;P35569;Adapter;Cytosol;+;Binding;8776723
IGF1R;P08069;Q60751;Receptor;Cytosol;SHC;P29353;Q61120;Adapter;Cytosol;+;Binding;8776723
IGF1R;P08069;Q60751;Receptor;Cytosol;GRB10;Q13322;Q60760;Adapter;Cytosol;+;Binding;8776723
FAK;Q05397;Q60750;Kinase;Cytosol;ALPHAACTININ;Q08043;O88990;Cytoskeletal;Cytosol;_;Phosphorylation;15070900
IR;P06213;P15208;Receptor;Membrane;GRB10;Q13322;Q60760;Adapter;Cytosol;+;Binding;12783867
GRB10;Q13322;Q60760;Adapter;Cytosol;PI3K;P42336;P42337;Kinase;Cytosol;+;Binding;12783867
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;GABAAR;P14867;P18504;Receptor;Membrane;+;Dephosphorylation;12574411
RALBP1;Q15311;Q62172;GAP;Cytosol;CDC42;P60953;P60766;GTPase;Cytosol;_;GAP;7623849
RAL;P11233;P05810;GTPase;Cytosol;RALBP1;Q15311;Q62172;GAP;Cytosol;+;Binding;7623849
RALBP1;Q15311;Q62172;GAP;Cytosol;RAC;P15154;P15154;GTPase;Cytosol;_;GAP;9395447
RALBP1;Q15311;Q62172;GAP;Cytosol;REPS1;Q96D71;O54916;Adapter;Cytosol;0;Binding;9395447
REPS1;Q96D71;O54916;Adapter;Cytosol;CRK;P46108;Q64010;Adapter;Cytosol;0;Binding;9395447
REPS1;Q96D71;O54916;Adapter;Cytosol;GRB2;P62993;Q60631;Adapter;Cytosol;0;Binding;9395447
CALCINEURIN;P06705;P61023;Phosphatase;Cytosol;CREB;P16220;Q01147;TF;Nucleus;_;Dephosphorylation;8195196
PP1;P36873;P37139;Phosphatase;Cytosol;CREB;P16220;Q01147;TF;Nucleus;_;Dephosphorylation;8195196
PP2A;Q13362;Q80W65;Phosphatase;Cytosol;CREB;P16220;Q01147;TF;Nucleus;_;Dephosphorylation;8195196
CEK1;Q8TCT0;Q8K4Q7;Kinase;Cytosol;RAF1;P04049;Q99N57;Kinase;Cytosol;+;Phosphorylation;7477354
SRCASM;O75674;Q923U0;Adapter;Cytosol;FYN;P06241;P39688;Kinase;Cytosol;+;Binding;11711534
GRB2;P62993;Q60631;Adapter;Cytosol;SRCASM;O75674;Q923U0;Adapter;Cytosol;+;Binding;11711534
PI3K;P42336;P42337;Kinase;Cytosol;SRCASM;O75674;Q923U0;Adapter;Cytosol;0;Binding;11711534
CytochromeC;P00395;NA;DualRole;Mitochondria;IP3R;Q14643;P11881;Channel;ER;+;Binding;14608362
FRA1;P15407;P48755;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
FRA2;P15408;P47930;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
CFOS;P01100;P01101;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
FOSB;P53539;P13346;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
JUND;P17535;P15066;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
JUNB;P17275;P09450;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;1827203
FRA1;P15407;P48755;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;1827203
FRA2;P15408;P47930;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;1827203
CFOS;P01100;P01101;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;1827203
FOSB;P53539;P13346;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;1827203
FRA1;P15407;P48755;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;1827203
FRA2;P15408;P47930;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;1827203
CFOS;P01100;P01101;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;1827203
FOSB;P53539;P13346;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;1827203
FRA1;P15407;P48755;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
FRA2;P15408;P47930;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
CFOS;P01100;P01101;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
FOSB;P53539;P13346;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
JUND;P17535;P15066;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
JUNB;P17275;P09450;TF;Nucleus;CJUN;P05412;P05627;TF;Nucleus;0;Binding;12192032
FRA1;P15407;P48755;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;12192032
FRA2;P15408;P47930;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;12192032
CFOS;P01100;P01101;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;12192032
FOSB;P53539;P13346;TF;Nucleus;JUND;P17535;P15066;TF;Nucleus;0;Binding;12192032
FRA1;P15407;P48755;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;12192032
FRA2;P15408;P47930;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;12192032
CFOS;P01100;P01101;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;12192032
FOSB;P53539;P13346;TF;Nucleus;JUNB;P17275;P09450;TF;Nucleus;0;Binding;12192032
