Entry	Cross-reference (RefSeq)
Q01991	
Q6P2N3	
B6ZGS6	
Q6XYC1	
Q6W794	
Q6PI38	NP_000369.3;NP_001185480.1;NP_001185481.1;NP_077742.2;NP_077744.3;
Q6IS73	
Q6F3D5	
Q8WVX7	
Q96GF5	
Q8N6X1	
Q9NSH8	
Q9NT12	
Q9BD07	
Q9TNU7	
Q99938	
Q75N12	
Q86Z30	
Q96KU2	
Q8N7I7	
Q9UP29	
Q9H5W7	
Q659G9	NP_001124185.1;NP_001124186.1;NP_001159591.1;NP_057353.1;
Q9UIR8	
Q9UHE2	
Q9UG21	
Q8TF70	
O75566	
Q14745	
A0A090MF30	
Q30066	
Q13380	
O78043	
Q14985	
Q6LCU2	
Q6ZNY7	
Q6ZXX2	
Q6ZUQ2	
Q6LDU9	
Q6XCI7	NP_001244307.1;NP_001244308.1;NP_001244311.1;NP_777635.1;
Q6LAP8	
Q6P671	
Q7KYY4	
Q7L2M7	NP_001002021.2;NP_002617.3;
Q86WA4	
Q71UL5	
Q8HWP3	
Q8WV80	
Q86W77	
Q9HCC1	
Q8WY77	
Q9UFQ7	
Q8NA01	
Q9C055	
Q8TBI1	
Q8TDC8	
Q9UQU9	
Q860Z2	
Q9Y2W8	
A0N4Z6	
Q96KU1	
Q6ZMS2	
A2MYD5	
Q8TE45	
A2J1N4	
Q9P1K2	
Q9UE91	
A2VBX6	
Q05BV8	NP_008958.2;
O60382	
Q05CA2	NP_001248386.1;
Q9BSE7	
A2NWN4	
Q05D98	
Q0PHS6	
Q99322	
Q19UG2	
Q19K85	
Q08ES8	
O00375	
Q1W2K8	
A0JLT1	
Q1W0Z3	
Q3B7A0	
Q3KRA4	
Q1AN28	
Q49U58	
Q53EV5	
Q2PAL5	
Q59EG1	
Q19K84	
Q53GA1	
Q4VBZ9	NP_056173.1;
Q59EL2	NP_001137359.1;
Q59ER9	NP_001139578.1;
Q5CZA0	
Q58A51	
Q5QTR8	
Q6GMX3	
Q69YP0	
Q59HH5	
Q1W5T6	
Q6ZW14	
Q6TKG7	
Q59GC4	
Q6NWT7	
Q9HC11	
Q8IWC8	NP_001167004.1;NP_001167005.1;NP_005128.1;
Q8WXN1	
Q8IYN3	
V9GY30	
Q7YQA2	
Q99882	
Q9NUL6	
Q9UPB4	
V9GYN7	
Q9NYD9	
A5HU65	
A4D223	
Q9BCQ7	
A8K2Q7	
Q9NX99	
V9GYF7	
Q6DKH1	
V9GYI2	
Q70SX8	
A8MUV4	
B0FYL7	
Q9UM39	
A8WCD8	
A6ZGG2	
B2RBL3	NP_001107227.1;
A8K413	
B1A0K5	
B2R547	
B2R9R6	
A9QXG9	
B3KQR7	
B4DED5	
B3KM41	
B4DL95	NP_001269418.1;
A8K2I0	
B4DR05	
B2ZRW2	
B4DT65	
B4DSW4	
B4DTF4	
B4DX06	
B4DTG5	
B4DZF5	
B4DES6	NP_001258218.1;
B4DT27	
B4DLL8	
E5RGF5	
B4DQS2	
B4DSI9	NP_937887.1;
B4DEN9	
B4DY34	
B4E047	
E5RFZ5	
E5RG45	
B4DJ49	
B4DQT7	
B3KRS6	NP_001258908.1;
B4DGI1	
B4DGM5	
B4DJK4	
B4DI96	XP_005262442.1;
B4DJX7	
B4DMF4	
B4DHY1	
B4DE70	
B4DNQ1	
B4DVV6	
B4DMK5	
B4DMG3	
B4DPS9	
B4E0R1	XP_006724064.1;
B4DHC9	
B4E065	
B4DHM1	
B4DVS8	
B7Z523	NP_001278856.1;
B7Z249	
B5TZ80	
B7Z5N2	
B7Z9P6	NP_001258247.1;
B7Z504	
B7Z5B3	
E5RHN3	
B4DE21	
B4DHW6	
C0M147	
B7ZAG8	NP_004677.3;
B4DL98	
B7Z7D4	
B7Z9S8	
B7Z6X5	
B5MBW3	
B7Z473	
B7Z2F1	
C0LAA6	
B7Z3C2	
B7Z5V0	
B9EIL2	
B7Z5Y5	
B7Z2G6	
B7Z2S1	
B5MCL8	
B6DX34	
C5IZY5	
C4B7Q3	
B7ZMC1	
C9JAM7	
C9JCE1	
C9JIG0	
C9IZ93	
C9JVC6	
C9JXZ0	
C9JKT2	
C8CH90	
C9WCU3	
B7ZL62	
C9JXQ7	
C9WEP8	
C9JK45	
C9K0Q9	
D3VVB9	
D3Y600	
D3U3N4	
D2DL37	
D3U741	
D4HPK6	
E5RI10	
D5FHV0	
C9JII4	
D6RB01	
D5FZQ8	
D6RAC3	
D6R9Y4	
D6RBN2	
D3YN67	
D5KND2	
D6MJF9	
D6RBK7	
D5FZU5	
D7GN73	
V9H1J7	
D6RI01	
D2DKX0	
E0X9J4	
E3SWK4	
E0YTM8	
D9I4E1	
D6RDI7	
E5DHS1	
E5RIH0	
E5RJ45	
E5FF38	
D6RCC5	
E5RID8	
E3WH35	
H3BT21	
E7ESB3	
E7EPT4	
A0A0A0MRZ7	
E5DCN0	
E7EN96	
E7EU09	
E9PBG9	
E9PL58	
E9PKW3	
H3BV49	
E9PPT0	
E7EQE7	
E9PCZ3	
E9PRM5	
E5RK84	
F2VS04	
E9PEI0	
E9NGZ5	
E9PMI8	
H7C1N5	
J3KRS3	
E9PIU1	
B0QY56	
J3KT61	
A2A393	
J3KSQ5	
J3KQ43	
B1AMT2	
J3KRF1	
F4NBS5	
F4YU14	
F5H232	XP_005267315.1;
F5H2X2	
F5H3L7	
F5GZD9	
F5H588	
F6IQU1	
F8RHK3	
F8RHD4	
F8VR75	
B7ZBT1	
F5H3E8	
F6KCZ3	
F8WD75	
F8WC94	
F8VVT2	
F8WF85	
F8WAU9	
F8VXJ7	
F8WAU4	
F8VZR6	
F8VUF6	
F8WDD5	
F6KRW4	
F8WER5	
F8WEB8	
Q5TG40	
F8VSB9	
Q5SZE1	
R9Y898	
S4R3G4	
S4W4Z9	
T1R363	
U5YC34	
U5YMQ8	
U5YJY7	
U5YKF9	
V5LDH2	
X2C0I7	
X5DPA6	
W0S1B5	
A0A090LXA5	
A0A097IWA5	
O14856	
O19510	
O14794	
O00371	
Q6ZP00	
Q16164	
Q6LBE5	
Q14889	
Q16484	NP_004010.1;
Q6PIN8	
Q8IVN2	
Q6NZ84	
Q96NP4	
Q9P1T1	
O75811	
A0N711	
Q9NV86	
Q9NWP4	
Q9P1D1	
Q96S08	
Q9UES0	
Q9BYY3	
A2KBC0	
A1A425	
B5MEI6	
Q9HBJ4	
O75225	
Q05D61	
Q0P6S6	
Q1PBK6	
Q1ADM1	
O95978	
Q19A87	
Q05CT8	
Q14098	
Q24K27	NP_060483.3;
Q59EA6	
Q2PP85	
Q59H52	
Q53EY5	
Q68EA4	
Q67AA3	
Q65ZC8	
Q6AW83	
Q6FGL0	
Q6KBS5	
Q5DM88	
Q5MD87	
Q5ICN7	
Q6UWT3	
Q6ZNJ0	
Q6AZE3	
Q8WTZ9	
Q7Z4Q3	
Q6UY24	
Q5BLN9	
Q9NSB5	
Q8WLR2	
Q7Z5N5	
Q9HD86	
Q9NSM7	NP_001276962.1;
V9GYC7	
Q9Y3T1	
Q9NY38	
A6Z0P9	
Q5PY98	
A8MT40	
A8K7L8	NP_001275934.1;
A8HT81	
Q6FHP5	
B1APJ0	
B2R582	
B2R6P1	
B2R673	
B2RBJ1	
Q8NBT6	
B2RCJ8	NP_065919.2;
Q53T47	
Q6ZVV4	
B2R9C3	
B2RCY5	NP_006288.2;
B2R5I9	
B2R932	
B2ZSE3	
B2ZCX8	
B2YG93	
B3KNM3	
B3KV65	
B3KVU2	NP_037457.3;
B4DLP4	
B3KW40	
B4DRF6	
B4DXR7	
B3KXD2	
B4DRP7	
B3KQF1	
B4DRT1	
B3KT70	NP_079406.3;
E5RGS7	
B3KN59	
B4DYZ4	
B2RG88	
B3KQ09	
B3W6H2	
B3KMZ2	
B4DYC5	
B4DHY8	
B4E061	
B4DIG8	
B3KRC8	
B4DUN3	
B3KVY6	
B4DP06	
B4DSF5	
B4DV10	
B4DI14	
B4E2K1	
B4E162	
C6JSY5	
C8CBI3	
C8CJD5	
C9IZT1	
C8CJB7	
C9J0G0	
C9J2C3	
C9J9B4	
C9JPA1	
C9JZI8	
C9J205	
C9JLT7	
E5RJI8	
C9K016	
C9J7G1	
C9JU59	
C9JMU2	
C9JMW0	
C9JGK9	
C9E1G4	
D3K5X4	
E5RI44	
D2DKU9	
D3U753	
D3U3U8	
D3VVS3	
D4HPK3	
D5FHG3	
D5L9D5	
D5FZV6	
D6MJG1	
D5M8D5	
C9JIF3	
D5FHX5	
D6RG13	
D6RHW8	
D6RI11	
D6RIE1	
D6MLB0	
D6RHH1	
D6MLA8	
D7NNZ6	
D6RC16	
D7RWZ8	
D2XUR7	
D9J2M2	
E0WBU6	
D9IWM1	
A0A0A0MSC4	
A0A0A0MSV7	
D6RHF3	
A0A0A0MQR2	
A0A0A0MT46	
E0YTL7	
E2D5L0	
E0X608	
E5DCP2	
E3SWN9	
E3SWL4	
E7EQA9	
E0X9K3	
E7EVA2	
E7ET84	
E7BYD8	
E9PP77	
F2X635	
F2VYK8	
F2X5V3	
F2VNN6	
F2X667	
H3BVB0	
H7BYU6	
H7C124	
E9PP34	
B1AN91	
H3BSU1	
F4YU27	
F4YU65	
F4NBM4	
F5H375	
F5GXY0	
F4MH53	
F4YZV8	
F6IQN4	
F5H3C4	
F8SKV1	
F8VYK7	
F8W824	
F8VR42	
F8WF61	
J3KSF1	
J3KR97	
F8WDM3	
Q5JRP2	
F8WCK0	
F6IQM1	
J3KTL5	
J3KQW1	
F8WD78	
Q5T144	
Q5VZ73	
Q5H919	
G0KXJ1	
G0KXH2	
F8WCV2	
F8VV35	
G1EMJ7	
G1EMU9	
G1EN12	
F8W1B7	
G1ENV4	
G0Z8D3	
G1EMR1	
G0ZDS6	
G3V282	
G1ENE3	
G3V4J5	
G3V3N5	
F5H4U6	
G3D6I4	
G3V5Q9	
L0N9S0	
G8FL38	
G9HW54	
H0Y3U8	
H0Y534	
G9LDZ6	
H0Y5C0	
H0YEB4	
H0YEN8	
H0YFC5	
H0YGW1	
H0YE43	
H0Y9F3	
H0YLJ3	
H0YCM9	
H0YF88	
H0YH33	
H0YC94	
H0Y564	
H3BQ85	
H3BP45	
H3BV30	
H3BQC3	
H6UV84	
H2AM05	
H3BQB3	
I0BW63	
I0EZ67	
H7C0E2	
I3L3B3	
H9QVC6	
I4ENX3	
I4EPD5	
H9E7I7	
Q7Z6V2	
I3L328	
I6SW95	
I7G279	
I7F475	
J3QLA3	
J3QLN1	
A0A096LNT5	
A0A097ZQV5	
Q08947	
O14857	
Q16195	
Q6LDK5	
Q6P5Y5	
Q6QNY5	
Q29707	
Q86TT2	
Q8N9A9	
Q29813	
Q6QBN6	
Q8TBA4	
Q14880	
Q16028	
Q9P1K4	
Q6YHU3	
Q9H6Q0	
Q861C1	
Q9H021	
Q8N843	
Q7Z3R7	NP_001137470.1;
Q7Z375	
Q6ZNW7	
A1L195	
Q96MJ8	
A2VBY1	
Q9UEU6	NP_000288.1;
A3RKJ8	
A7UP02	
A4VCI1	
A1L197	
A8K004	
Q13369	
Q14075	
O19567	
Q0VG54	
Q3B7B9	
Q1PSX1	
Q4F4Q9	
Q3MS87	
B1AKH8	
Q4G0X3	
Q2PQC5	
Q27I60	
A7E2C9	
Q4LE40	NP_001095838.1;
Q3LAC2	
Q59H14	NP_005344.2;
Q4W5B1	
Q5ZGJ0	
Q5HYL3	
Q53G42	
Q67AT5	
Q561W4	
Q0Z7D7	
Q658N7	
O14892	
Q6ZNG6	
Q7Z5N7	
Q5QR80	
Q6P707	
Q68DN3	NP_001019799.1;NP_001019800.1;NP_003864.4;
Q9TNT6	
Q6TGM4	
Q8NG43	
A8KAE0	
A8K6B4	
Q53GL1	
Q6ZNS9	
Q9UEK9	
Q9NQY3	
Q8WW53	
B0L3P7	
A8K3B9	NP_996734.1;
A8K179	
Q59GU6	
A8K3W6	NP_079101.3;
B2R7D1	
Q569F6	
B2RCC2	
B3KT02	
B3KMJ4	
Q6ZWI0	
B3KVU1	
B4DER9	NP_001258671.1;
B4DEX1	
B4DWT9	
B4DH08	
B4DM10	
B4DSY5	
B4E0W0	XP_005270834.1;
B3KY88	
B4DRE9	
B4DDV3	XP_005259632.1;
B4DPE6	
B4DJ99	
B4DYC3	
B4DZ94	
B5BU32	
B4DXV3	NP_057407.2;
B4DWQ9	
B4DHF4	
B7Z3M9	XP_005274671.1;
B7SFD2	
B7Z3F9	
B4DSI4	
B7XH58	
B7Z7P2	NP_060919.3;
B7Z6I6	
B7Z7K3	
B7Z9H4	
B7Z215	NP_001280010.1;
C0M115	
B9EG67	NP_783318.1;
B7Z4N2	
C1K3N4	
C6GLZ7	
C7DRS0	
C9J9V2	
C7FDQ5	
E5RHL6	
E9PD01	
V9GYY3	
B4DQY2	
E5RI01	
B7Z8H1	
B6D4Y1	
B7Z3C9	
B7ZLM5	
B7Z2K9	
B8YAC7	
B9EG24	
B4XHE2	
C6JSW8	
C9EIW1	
C9J5J4	
C9JJ47	
C9JEM1	
C9J5W0	
C9JZL8	
C9JB88	
C6K4G5	
C9E9Y0	
C9J8J5	
H7BY33	
C9E1E9	
C9E1H7	
E5RHK2	
C9J6L6	NP_001275521.1;
C9JV05	
C9JYQ9	XP_005247262.1;
C9JQH3	
C9WCR5	
C9IYV6	
C9JYY8	
C9J8S9	
H7BY13	
C9J6B4	
C9JF98	
D3U3Z9	
C9JVS4	
C9JGQ0	
D2DKM2	
D2DL39	
C9JS68	
D6RFM9	
D6R9Q2	
C9J9B9	
D6MLF6	
D7NP94	
D6RAH1	
D5FZP8	
D6Q000	
D7RXV9	
D6RGG2	
D6R4X9	
E5RHF7	
D6C6D3	
D3U3L9	
D6RIT4	
D9J0B9	
D7NQZ7	
D7NP85	
E0WN90	
E2FPU2	
D3WYZ7	
D3VVR6	
E2GM61	
U5F074	
A0A0A0MSV5	
E5RIZ7	
E7EQJ0	
E7EUJ7	
E7EU04	
E5DCL7	
A0A0A0MR98	
E7ER82	
E9PI23	
E9PFQ4	
E9PJ25	
E9PIU3	
E5RJR7	
E9PSI0	
E9PM17	
E9PMC9	
F0VRV8	
E9PSG5	
E9LY44	
E9PS75	
F2X5Z2	
F2VYH8	
F1D8N6	NP_006177.1;
H9KVD3	
A2A306	
F2Z300	
K9J972	
H3BPY9	
B0QY86	
H3BQG7	
A6PVK2	
F4MHJ1	
F5GX77	NP_001273013.1;
E9KXS9	
F5GXW0	
F5A3L1	
F8R130	
F8RHM5	
F6KRN0	
F6IR07	
F8VU91	
F8W0S0	
F8VRJ6	
F8WCR7	
F8WCB5	
F8W6A4	
F6KRQ3	
F8WF44	
F8WDD4	
F5H0Z7	
F8WDU7	
J3KRY8	
J3KQP8	
J3KS53	
Q5JXB8	
Q5SYF5	
F8W6K3	
J3KRV5	
F5H0B7	
Q8N736	
F5H3B1	
J3KS65	
G1ENS7	
Q5JWD1	
F8VZL5	
G1EPY1	
G1EQ23	
G0ZMM4	
G1EP90	
G3V362	
G3V2J7	
G3V3X2	
G3V3P1	
H0Y669	
H0Y8S4	
H0YN94	
H0YF91	
H0YEH2	
H0YCW8	
H2BDT7	
H0YA99	
H2BE98	
H3BTT2	
H7C1E0	
H7C062	
H7C3W8	
H7C1F0	
H3BUQ0	
H3BVG6	
H9E776	
H7C0B2	
I0BW65	
H9RQ17	
H2BEA8	
I3L1M3	
I3L320	
I6NS77	
H7C2Y8	
I6TRX6	
J3QKU0	NP_001278662.1;
J3QQS1	
J3QR48	
J7JWP4	
J3QRQ2	
J9JIE9	
K4JTS7	
K7ELK0	
K4PXS1	
K7EN46	
K7ERL1	
K7EQK6	
K7EQJ3	
K7ELU6	
K7ER92	
K7QT37	
K7ERA8	
K0PB47	
L0R6Q2	
K7EQ63	
L8E7E2	
L8E992	
L8EB75	
L8E7Q0	
M0QYF7	
M0R2L0	
M0QZ16	
M0R0A5	
M0R202	
M0R1S4	
M4YUW5	
M0R2S4	
N0A0L7	
R4QU49	
R9WPL0	
C9JHS9	
C9JPP3	
C9JKZ3	
C9JVG3	
C9WEX0	
C9JR83	
C9J8Q5	
S0F2K3	
C9JXC9	
C9WEX6	
C9JXP5	
D2JYI6	
D3G9I1	
D5FHN7	
C9JZ40	
D2K946	
D3IP03	
C9J3K8	
S6AWF4	
D6ML16	
D4HPJ7	
D6MLC6	
D6RBV5	NP_001280664.1;
D7NNM8	
D6RGI9	
D7RF68	
D6RBX5	
D6RJC5	
D7NQT7	
D6RDV8	
E2D5S1	
D6C699	
E1U669	
E5E1W3	
D9N2T9	
D6MLK4	
E7EVJ3	XP_005268496.1;
E5RJ69	
E7CYP4	
F1LLU8	
A0A0A0MRR6	
A0A0A0MT93	
E7EWI4	
B1B1G4	
A0A0A0MTP9	
E9PP98	
E9PGB1	
E9PPF6	
E9LY05	
E9PK26	
A0A0A0MTG1	
E9PRT7	
F2Z2X1	
F2VNE3	
E9PEK4	
F2X618	
F5H0F1	
F4YTC6	
J3KT60	
Q5T2L0	
Q5JRU8	
F5GYF7	
E9KXU7	
F8LFW2	
F8SL06	
Q5TBG7	
F8SL05	
F8VNV6	
F6IQA6	
Q5T4K5	
F8W1X1	
F8VVB7	
F5H7T7	
F8WCY0	
F8W1G2	XP_006720078.1;
F8RHF2	
G0LNT6	
F5GWX5	NP_001284482.1;XP_005253725.1;
F8WC59	
E9KXW2	
G0ZDW7	
G1EPL8	
G1EQL6	
G1FDV2	
G0Z8F1	
F8W9A3	NP_001258533.1;NP_001258534.1;NP_065706.2;
G1UK09	
G0Z8E4	
F8VVS3	
G0WVC6	
G0Z8D8	
G1ENQ8	
G0WVD1	
G1EPE2	
G1EPB0	
G1EPS5	
G1EPU4	
G3V3S8	
G3V225	
G3D6H2	
G3V2F2	
H0YB02	
H0YF66	
H0Y9T7	
G9LK46	
H0YF23	
H0YEW7	
G9LET1	
G9LHQ3	
B1AVV0	
Q5TE25	
H0Y5I3	
H0Y394	
H0YBY4	
V9H0U2	
H0YGY7	
H0YAK3	
H0YMW5	
H7BZ56	
H3BMX3	
H0YJT6	
H7C227	
H7C3P2	
H7C1L3	
H3BS88	
I0EZ61	
H7C4R6	
H9T437	
I1VE19	
I7KE75	
I6S3T7	
J3QSC5	
J7H6U9	
I3L449	
K7EM99	
K7P4Z8	
K9J960	
K9R2C4	
H9P6L0	
L8EAI7	
L8E8U1	
L8E9B4	
L8EB28	
L8EA19	
M0R015	
M0QXM8	
M9PAH7	
M9PAC9	
M9P9R1	
R4QGH6	
R9UTP9	
S4SPU5	
S4R3L5	
S6C4Q9	
S5M7A5	
S6C4S0	
U3KPX5	
U5IQE8	
U5IQH8	
U3KQI1	
S4UQD8	
V5JA12	
V6DZ76	
V5L5Z3	
V5JA78	
W0NT72	
X5D7I1	
X5D9K3	
G8ZB25	
B1AQ55	
H0Y4B0	
H0Y8L3	
H0YJ01	
H0YBH9	
H0YDF3	
H0YML7	
H0YK80	
H0YMJ6	
H0YKF9	
H0YGS2	
H3BMT7	
H3BNH4	
H2BDQ4	
H3BSK0	
H0YHT0	
H3BPT7	
H3BV03	XP_005255924.1;
H7BZ78	
H3BTR2	
H7C396	
H7C4M5	
H7C1P1	
H7C4M4	
H7C443	
H7BZJ4	
H9BQ96	
H7C0X6	
I3L2F1	
I3L357	
I3L459	
I3L4B1	
I3L181	
I4DSV7	
H9NYJ4	
I3L4Q8	
I6TEY6	
I7G101	
I6R4N3	
J3QLF9	
J3QS06	
J3QRH3	
J7F508	
J7IJ78	
J3QLK4	
J7F579	
K7EII4	
K7EJQ1	
J9ZZ26	
K7EN95	
K7EP25	
K7EJZ7	
K7EN44	
K7EPC6	
K7EPN1	
K7WBF9	
K7ERF9	
K7ES24	
K7EN27	
K7EP60	
K7QT48	
K7P5S6	
K9LC23	
L8ECI2	
M0QXP7	
M0QZ48	
M0R117	
M0R1G2	
M5EFF5	
M1S113	
M1FXU8	
M9PAJ3	
N0A498	
M9XDU8	
M9ZZ98	
R9RSM4	
U5YJP4	
V5UU28	
V9PAU6	
W0HIS4	
W5REE4	
W8NQA2	
X2C5C9	
C9J2H7	
C9J2Q0	
C9J4M6	
C9J5Z5	
C9J6Q4	
C9JB34	
C9JEV6	XP_005264469.1;XP_005264470.1;XP_005264472.1;
C9J7A9	
C9J7I2	
C9JCJ9	
C9JRB3	
D1MEQ5	
C9JNK2	
C9JJE0	
D1MEQ7	
D2DKI7	
D1MYZ1	
D3U752	
D2JYJ0	
C9J4K7	
D5FHM3	
D5FZU4	
D6RB14	
D6R990	
D5FWC5	
D6RBW6	
D6RBS5	
D6RDG4	
D6R9U1	
D6RIF3	
D6RB11	
C9JXD6	
D6RB41	
D6RFE5	
D6RJF2	
D6RD64	
D7NNV3	
D7NQU2	
A0A0A0MT19	
D7NNU9	
D7NSS6	
A0A0A0MRX7	
E0X9Q2	
D9UAZ6	
D6RJ86	
D7NNN9	
E0YTL5	
E1Y6M5	
E3SGC8	
E2GJG9	
E2DHB2	
E3SWL2	
E3SWI5	
E5D6K9	
E5E0B7	
E7BY93	
E5FYM9	
E5RK76	
E7EV14	
E9PLD4	
E7EUB5	
E9PMT1	
E9PQT4	
E9PQY7	
E9PPC5	
B1ANH3	
E9PPJ6	
B0QY04	
F2VNG3	
F1D8P2	NP_005117.3;
A0A0A0MTQ0	
F2VNJ4	
F2WIF2	
F5H067	
F5H207	
F5H595	
F5GXE5	
F5H3S5	
F5H5U2	
F6IQG6	
F6KS30	
F5H1S8	
F5H7I3	
F2X613	
F6KS43	
F5H8G6	
Q4VXN6	
A2A280	
F8R1D0	
F6IR11	
F8R191	
F8LFU5	
J3KQA4	
F5GZI0	
F8W038	
Q5T454	
F2WEU4	
F8WDF6	
F8R8K1	
F8VXZ8	
F8VV59	
J3KSH2	
F8VAF6	
F8WBA4	
J3KS03	
F8WD91	
F8T959	
F8WEQ0	
G1EQB9	
F8VVS9	
G0X8Q8	
G1EQD1	
F8W9V1	
Q5T9P7	
A0A075B6V7	
G1EPY9	
O19776	
Q29817	
O43905	
Q6LAF9	
Q6ZP04	
Q6PHY4	
Q05563	
G1ENN8	
Q15608	
Q6ZRX0	
Q6ZP50	
Q6ZSP8	
Q6QBN4	
Q6ZUK5	
Q71QC8	
Q5T4Y7	
Q86TL7	
Q861G7	
Q86TS8	
Q8TAG3	
Q71U42	
Q8WLQ8	
Q8WYU9	NP_079526.1;
Q96KL5	
Q96C65	
Q9BQU2	
Q8NG20	
Q9H3Q6	NP_005951.1;
Q8IYF4	
Q9P235	
Q9H656	
Q9TQ53	
Q9TQ26	
Q9UKR4	
A0PJB1	
Q96JE0	
A0ZY50	
A1A5C5	
A1L172	
A0AV05	NP_998770.2;
A1X284	
Q9UIW7	
O19537	
O14942	
O95284	
I6L9I3	NP_001106997.1;NP_689500.2;
Q003V4	
Q2PS10	
Q1XG28	
Q32WD0	
Q305I0	
Q3V638	
Q45V77	
Q3LAB1	
Q2VPA3	
Q8WYP6	
Q4JIW0	NP_001245348.1;NP_065980.1;
Q4R1E2	
Q4LE62	NP_001207402.1;NP_001207403.1;NP_001207404.1;NP_001207405.1;
Q53HG7	NP_005222.2;NP_612632.1;
Q56UX9	
Q58HK1	
Q59F58	
P78471	
Q59FH5	
Q8TAS0	NP_001001973.1;NP_005165.1;
Q4GL52	
Q59HE4	
Q5BKZ2	
Q68CX7	
Q6FGR8	
Q6MZF7	
Q6NSD7	NP_066996.3;
Q6NW39	
Q6PJ54	
Q7YP60	
Q7Z5E4	
Q8N9C8	
Q8N506	
Q8WMB7	
Q9H5I0	
Q9NPM2	
Q8TEA3	
Q96RP4	
Q9P0D2	
Q9Y4Z8	
Q8NC07	
V9GY66	
Q9P0M0	
A4ZL22	
A8K8T1	
A9Z190	
A6NP16	
B2R5U4	
B2RAL8	
B2RBE5	
B2ZGJ0	
A9XA95	
B2RC72	
B3KR58	
B3KPJ0	
B4DEX6	
B4DR76	
B3KPZ8	
B4DZ26	
B4DKE5	
B4DZE1	
B3KVE5	
B4DKV3	
E5RFN1	
B4DZU0	
B2NJ39	
B3KP65	
E5RFQ8	
B4DZH8	
B3KVV2	
B4DKB7	NP_001258819.1;
B3KS82	NP_258428.2;
E5RH54	
B3KSQ2	
J3QTB1	
B4DK21	
B4DNA8	
B4DQ37	NP_001253990.1;
B4DV55	
B4DV70	
B4DJI2	
B3VRI0	
A8K6R5	
B4DIN8	
B4DF91	
B4E2Z3	
B4DNV8	
B4E2J1	
B4DMM2	
B4DRE4	
B3KTJ9	
B6VA01	
B7ZGX5	
B3KTN6	NP_001004439.1;
B8ZZS0	
B7Z2B0	
B7ZLN9	NP_001166183.1;
B8ZZ90	
B7Z3K6	
C0KTE7	
B7Z8P9	
B9WPQ7	
B4DW15	
B7Z6B3	
B7ZAV4	
E5RHJ2	
V9H0F8	
C5J8E7	
V9H0B8	
V9H0G6	
B9A063	
B7XH61	
C6GLR8	
D3VVN8	
C8CH94	
C7DUX4	
D3Y5Z1	
D5FHQ4	
D6MJE4	
D6R950	
D6PZZ5	
D3Y2R2	
D6RBM1	
D6R9E3	
D6REP5	
D6MKT3	
D6RJE7	
D6RC94	
D7NP64	
D7NSP9	
D7GM40	
D7NP69	
D9J2M4	
D4HP97	
D6RDP7	
D9UAZ3	
D9UB09	
D6RGJ5	
D6MLD9	
E0X9P7	
E1U681	
D6RJC2	
E2D5P7	
A0A0A0MRV4	
E3SWI9	
E5RIL1	
E3SWJ4	
E0WMY8	
A0A0A0MSM7	
A0A0A0MRR3	
E3Q0Y6	
E7EQF3	
A0A0A0MSG4	
A0A0A0MQR5	
E5RK81	
E7ESK6	
E2GJH8	
E3WH36	
E9PFY5	
E9PJL1	
E9PK39	
E9PJI9	
E7ESR8	
E9PIB9	
E9PKJ3	
E9PMV4	
E9PML1	
E9PR04	
E9PBT8	
E9PMK6	
E9PR70	
E9PN77	
E9PPL1	
E9PRJ3	
E9PRP6	
E9PMB0	
E9PQ14	
E9KXY2	
H7C4K2	
H3BS17	
A9J571	
H3BTG3	
B1AMU0	NP_001274733.1;
A2A2A0	
V9H012	
F4MHH1	
F4YU79	
F5H3W2	
F5GXX5	
F4MHA3	
F5H6N4	
F6KRX7	
F8VPF1	
F8LFX5	
F8VPI1	
F8VRX7	
F8LFZ7	
F6U495	
F8RHC2	
F8WA37	
F8WA32	
F8VQR0	
F5H8B9	
J3KSY3	
F8WEW6	
J3KSJ3	
Q5T8U9	
F8VVB2	
Q5T925	
F8VU10	
F6KS14	
Q5T7I8	
Q5W0C9	
F8WEG1	
F8WC22	
G1EPJ2	
G0Z8C5	
G0WVC0	
F8WCG2	
G0WVB2	
G3V5R8	
G3DR65	
G3V5Q4	
G4V2I8	
G1EMK0	
G3V4Z3	
G3V535	
G1ENG8	
G1EQ96	
G9F9T7	
G9DBG8	
G8FXH4	
H0Y450	
H0Y4Q8	
H0Y9Z3	
H0YAG5	
H0Y9B4	
H0YBG1	
H0YBZ8	
H0Y9V5	
H0Y9S8	
H0YGJ6	
H0Y6P5	
H0YJJ8	
H0YHG6	
H0YJR2	
H0YF14	
H0YI50	
H0YBL5	
H0YL22	XP_006720620.1;XP_006720621.1;
H0YH49	
H0YBP5	
H0YDY7	
H0YM23	
H0YIQ8	
H0YJE9	
H0YAJ5	
H0Y415	
H3BM11	
H2E2A5	
H3BQD4	
H3BPN6	
H3BSL6	
H3BSR6	
H0YMR9	
H3BRT4	
H3BQX4	
H3BU55	
H7C1D2	
H7C391	
H3K398	
H7C2D5	
H7C3W7	
H3BPG3	
H3BUN9	
H3BTC0	
H7C3K8	
Q5JRD6	
H3BTC3	
H3BUP8	
H7C4R7	
H7C0J9	
H7C2E2	
I0BW44	
H9BNV0	
H9PJX4	
H7C5B4	
I1E4Y6	
I3L1K7	
I3L3R4	
I3L443	
I3Y3J5	
I4EPL0	
I6NXI2	
I3L2L3	
