INTERACTOR1	INTERACTION_TYPE	INTERACTOR2	PMID
p110_beta__gamma_*	CATALYSIS	PREX*	11955434;12297047;16847462;17430994;21640127;21736902
TSC1	INHIBITION	PRAS40*	14551205;16636147;17604271;17680028;17693255;20146692
APC	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PP2A_C*	10995457;16039586;16680151;17143292;18039929;18042541;18588945;19366350;19556239;19619488;20006983;23343194;7641885
UBE2N	CATALYSIS	H2A*	19203579
TSC2	INHIBITION	PRAS40*	14551205;16636147;17604271;17680028;17693255;20146692
UAF1*	CATALYSIS	NBS1*	18082604;18082605;18931676;19075014;19217432;19264559;19622404;19686080;23589330
promoter_region	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CyclinC*	11001584;15337521;17000779;17565603;21327159;21330129
SNAI2	PHYSICAL_STIMULATION	TCF3	21051859;22370643
E1*	CATALYSIS	SUFU	12820959;15340381;18997815;19352404
a6b1*_a6b4*	UNKNOWN_TRANSITION	ITGB1	N/A
PP2A_C*	CATALYSIS	AKT1	10026142;10995457;16680151;18039929;18042541;18077353;18559511;18588945;19556239;19996169;20360384
14-3-3*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION;PROTEIN_INTERACTION	TSC2	14551205;16636147;17604271;17680028;17693255;18481918;19027299;20146692;N/A
E2F4	UNKNOWN_TRANSITION	MRPL27	16135806
p38*	CATALYSIS	RAS*	11274345;12738796;15187187;18039929
APC12*	TRIGGER	Securin*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;7575488;8824189;9790499
KLF4	INHIBITION	RNA	16039586;16510874;17143292;19619488;19623618;19751731;19901072;20920541;21285352;23343194
TSC1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	14-3-3*	14551205;16636147;17604271;17680028;17693255;20146692;N/A
RPA1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	TIPIN	11877377;11900249;12648680;12766152;12875843;15459660;15703371;15798197;16697054;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17582221;17884153;18677104;19282663;19622404;19793801;19809470;19847258
PAR6*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	RSPO3	11226259;11274345;11779461;12533515;14704854;14747478;15265686;15375164;15388793;15618519;16263762;17127310;17884187;17986005;18000759;18256687;18497258;18851840;18953287;19020754;19151919;19366350;19565474;19853559;19910923;20006983;20093472;20215527;20351293;20947020;21069266;21078818;21087212;21316585;21380625;21397842;21796133;22017973;7641885;8655584
BUBR1*	TRIGGER	Securin*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;7575488;8824189;9790499
HDAC3	INHIBITION	PTCH1	11001584;12435627;15087129;16054035;16169709;16396903;16406505;16413481;16880536;17000779;19032343;19114989;19809516;20107231;20562908;21234400;9216996
RBX1	CATALYSIS	PDCD4	12820959;15071497;15340381;15688063;16371461;16611981;16651270;17053147;18813803;19797085
G_beta_*	CATALYSIS	ATP6V0C_D*	14704854;14747478;15265686;16443747;16547521;16965538;17127310;17143292;17430994;17884187;19020754;19029934;19072724;19705439;19718039;20006983;20093472;20940130;210606194;21087212;21602792;21606194;21640127;21796133;22007144;22017973;22433869;7641885;8655584
ERK2*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CNB*	11030334;11274345;11402342;15657420;16393692;17439715;21871017;8545107
RBX1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PKD*	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
HIF1B*	PHYSICAL_STIMULATION	KRT18	10403805;11566883;12080085;12829734;13130303;15451019;16887934;1823643;7539918;8943284;9159130;9278421;9746763
CK1_epsilon_*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	SYN4*	11226259;11274345;11779461;12533515;12839624;12941693;14704854;14747478;15265686;15375164;15388793;15618519;16263762;16604063;17030191;17127310;17244647;17430994;17884187;17986005;18000759;18256687;18497258;18606138;18851840;18953287;19020754;19151919;19366350;19379695;19565474;19853559;19910923;20006983;20093472;20215527;20351293;20457807;20579883;20930545;20947020;21069266;21078818;21087212;21316585;21380625;21397842;21640127;21796133;22017973;22037766;7641885;8655584
HIF1B*	PHYSICAL_STIMULATION	KRT14	10403805;11566883;12080085;12829734;13130303;15451019;16887934;1823643;7539918;8943284;9159130;9278421;9746763
promoter_region	CATALYSIS	MIR17-92*	15061133;19351822;20851997
BRCA1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NBS1*	11850621;11877377;11927554;12239151;12551922;12607003;14726013;15459660;15703371;16697054;17088286;17303408;17965729;18082604;18082605;18085520;18087292;18171670;18171986;18584027;18809224;18931676;19075014;19202191;19208614;19217432;19264559;19364882;19622404;196269035;19686080;19772495;19793801;19847258;20021983;20029420;20603072;20723763;21060331;21270334;21337561;21376743;21574959;22055391;22101340;22469522;22713970;22743550;22751496;22921416;23145148;23444773;23562323;23568489;24050180;24210699;9488723;9721205
H2B*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	p400*	17320397
HIF1B*	PHYSICAL_STIMULATION	KRT19	10403805;11566883;12080085;12829734;13130303;15451019;16887934;1823643;7539918;8943284;9159130;9278421;9746763
G_beta_*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CRIPTO-1*	14704854;14747478;15265686;16443747;17127310;17143292;17430994;17884187;19020754;19029934;19072724;21640127;22007144;22017973;22433869;23022962;8655584
COX6C	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	MT-CO1	11389896;15119951;19625251
CyclinD*	CATALYSIS	p130*	10385618;10498883;12006580;9736735
TLE*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	HES1	15367661;20925119
INCENP	CATALYSIS	APC8*	12925766;14767480;15249581;16571674;17956729
MT-CO2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	COX6C	11389896;15119951;19625251
CK1*	CATALYSIS	FOXO1	11980723;15121840;16511445;21233202;7641885
COX6C	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	MT-CO3	11389896;15119951;19625251
E2F4	UNKNOWN_TRANSITION	PRKDC	16135806
cleaved~MCL1*	CATALYSIS	BAX	14730312;15713684;19062087;19968986
BAD	STATE_TRANSITION	cleaved~BAD*	11287608
EED	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	EPC1	15470680;15536069
FANCE	PHYSICAL_STIMULATION	MRE11*	12535671;12972610;14988723;15136767;16697054;18550849;18931676;19282663;19622404;19686080;19772495;19847258;20832754;21948210;22266823;22615860;22657828;23253856;23444773;24089143;24095737;8020957
DVL*	CATALYSIS	CRIPTO-1*	11274345;11929833;15576399;15768032;15806138;16007074;16039586;16169192;16510874;17050667;17143292;17291450;17439715;18347071;18627596;19619488;19623618;20006983;20122174;20530697;20920541;21285352;21767405;22290435;22705350;22761862;23306204;23343194;8545107
ETS1	PHYSICAL_STIMULATION	ITGB3	10048576;15111329;15181457;16391805;17615296;21041997;21081489;23691193;24376839;7512751;7528107;9157999
SNAI2	PHYSICAL_STIMULATION	p21CIP1*	12545156;15155580;17508028;17550342;22370643;22796940;9618481
RAD1	INHIBITION	CDT1	14726013;15459660;15703371;16697054;16885023;17102137;17116885;17296725;17303408;17493829;17582221;19793801;19847258;20478261;8943031;9524127
APC5*	TRIGGER	Securin*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;7575488;8824189;9790499
MLXIP	CATALYSIS	PFKFB3	11744734;16782875;17143338
RPA1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	FANCF	11900249;12535671;12648680;12972610;15459660;15703371;16697054;17102137;17116885;17296725;17582221;17884153;18550849;18677104;18931676;19282663;19622404;19686080;19772495;19793801;19809470;19847258;20832754;21948210;22266823;22615860;22657828;23253856;23444773;24089143;24095737;8020957
EAF6*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	BRD8	17320397
p300*	CATALYSIS	CRIPTO-1*	11274345;11929833;15576399;15768032;15806138;16007074;16039586;16169192;16510874;17050667;17143292;17291450;17439715;18347071;18627596;19619488;19623618;20006983;20122174;20530697;20920541;21285352;21767405;22290435;22705350;22761862;23306204;23343194;8545107
RhoB_GEFs*	UNKNOWN_TRANSITION	ARHGEF3	12221096
RPA3	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	FANCF	11900249;12535671;12648680;12972610;15459660;15703371;16697054;17102137;17116885;17296725;17582221;17884153;18550849;18677104;18931676;19282663;19622404;19686080;19772495;19793801;19809470;19847258;20832754;21948210;22266823;22615860;22657828;23253856;23444773;24089143;24095737;8020957
CDC42_GEFs*	UNKNOWN_TRANSITION	ARHGEF31*	10579713;8836113
RPA2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	FANCF	11900249;12535671;12648680;12972610;15459660;15703371;16697054;17102137;17116885;17296725;17582221;17884153;18550849;18677104;18931676;19282663;19622404;19686080;19772495;19793801;19809470;19847258;20832754;21948210;22266823;22615860;22657828;23253856;23444773;24089143;24095737;8020957
CK1_epsilon_*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	G_alpha_*	12839624;14704854;14747478;15265686;16443747;16604063;17127310;17143292;17244647;17430994;17884187;18606138;18851840;19020754;19029934;19072724;20093472;20215527;20579883;21087212;21316585;21380625;21397842;21640127;21727895;21829496;21909076;22007144;22017973;22433869;7641885;8655584
ATG13	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ULK*	18036779;19225151;19941614;20056399
HUS1	INHIBITION	CDC6	14726013;15459660;15703371;16697054;16885023;17102137;17116885;17296725;17303408;17493829;17582221;19793801;19847258;20478261;8943031;9524127
Actin cytoskeletal*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	CFL1	10436159;15866889
active~NRF*	CATALYSIS	NDUFS8	11955626;15004004
E2F4	UNKNOWN_TRANSITION	RFC5	16135806
BMI1_BIRC5_KLF4_SOX2_SNAI1_ZEB2*	UNKNOWN_TRANSITION	BMI1	N/A
E2F2_alone	POSITIVE_INFLUENCE	PPP1R13B	15731768
MIR34A	HETERODIMER_ASSOCIATION	_beta_-Catenin*	22045851
CHD3_4*	INHIBITION	CyclinD*	15576399;17666529;19923891;20682799;21734722;22290435;22761862
Occludin*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	Claudin1*	15761148;15761153;22315516
E2F1_alone	UNKNOWN_TRANSITION	E2F1	10766737;14576826
E2F4	NEGATIVE_INFLUENCE	CDC6	10766737
E2F7	NEGATIVE_INFLUENCE	CDC6	14633988
E2F6	NEGATIVE_INFLUENCE	CDC6	15574595
CDC42SE1	INHIBITION	CDC42	10816584;17045588;9113980;9490022
E2F8	NEGATIVE_INFLUENCE	CDC6	16179649
BAT8*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	MAX	12004135;15126619;15536069
RPA1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;TRIGGER	RAD1	10884395;11438669;11877377;11900249;12648680;12766152;12930902;14676842;14726013;15189466;15459660;15474417;15703371;15798197;16530042;16697054;16880517;16885023;16934469;17102137;17116885;17296725;17303408;17384638;17493829;17582221;17652783;17884153;18048416;18087292;18196958;18584027;18677104;18756267;18809224;19258535;19282663;19490890;19622404;19772495;19793801;19809470;19847258;20019063;20211143;20227374;20478261;21282463;21376743;22743550;24050180;8264637;8943031;8978692;9524127
RPA3	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;TRIGGER	RAD1	10884395;11438669;11877377;11900249;12648680;12766152;12930902;14676842;14726013;15189466;15459660;15474417;15703371;15798197;16530042;16697054;16880517;16885023;16934469;17102137;17116885;17296725;17303408;17384638;17493829;17582221;17652783;17884153;18048416;18087292;18196958;18584027;18677104;18756267;18809224;19258535;19282663;19490890;19622404;19772495;19793801;19809470;19847258;20019063;20211143;20227374;20478261;21282463;21376743;22743550;24050180;8264637;8943031;8978692;9524127
RPA2	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;TRIGGER	RAD1	10884395;11438669;11877377;11900249;12648680;12766152;12930902;14676842;14726013;15189466;15459660;15474417;15703371;15798197;16530042;16697054;16880517;16885023;16934469;17102137;17116885;17296725;17303408;17384638;17493829;17582221;17652783;17884153;18048416;18087292;18196958;18584027;18677104;18756267;18809224;19258535;19282663;19490890;19622404;19772495;19793801;19809470;19847258;20019063;20211143;20227374;20478261;21282463;21376743;22743550;24050180;8264637;8943031;8978692;9524127
INCENP	CATALYSIS	APC11*	12925766;14767480;15249581;16571674;17956729
p53*	CATALYSIS	CIP/KIP*	20066118;20182602;20457558;21340684;6396087
CDC14A	CATALYSIS	APC3*	15279786;17303408;17660363;18590585;20144767;7575488
CDC45	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PRIM*	10882098;11900249;12185086;12648680;12909626;15279786;15459660;15703371;16697054;17102137;17116885;17296725;17303408;17582221;17608804;17660363;17884153;17887956;18590585;18677104;19793801;19809470;19847258;21406556;21527023;7575488
JAK family*	UNKNOWN_TRANSITION	TYK2	N/A
XIAP	CATALYSIS	TLE*	22304967
UQCRC2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	UQCRFS1	N/A
BAF53A*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	BRG1*	17666529;21358755;22290435;22761862
BUBR1*	TRIGGER	SCC1*	10477750;11402067;11535616;12640463;15024386;15279786;15592459;17303408;17376779;17498870;17660363;18022367;18590585;19154723;19182530;19503101;7575488;8824189;9790499
SYN4*	CATALYSIS	ATP6V0C_D*	11226259;11274345;12533515;14704854;14747478;15265686;15618519;17127310;17884187;18000759;18497258;18851840;18953287;19020754;19151919;19565474;19853559;20006983;20093472;20215527;21087212;21380625;21796133;22017973;7641885;8655584
G_alpha_*	HETERODIMER_ASSOCIATION	Endothelin1*	N/A
CyclinY*	CATALYSIS	WNT*	18077588;20059949;20229235;20627573
EYA*	CATALYSIS	H2AFX	19234442
CK2_beta_*	CATALYSIS	DVL*	10671551;10747897;10837139;11689703;11972058;16707567;17374729;20558317;20976471;21285348;21506126
MYCN	CATALYSIS	MIR19A	15061133;19351822;20851997
AKT*	CATALYSIS;INHIBITION	BAD	10230394;10558990;10611223;10837486;11493700;11882383;12040186;12954615;15280015;17270021;17680028;18218901;20028971;20214616;20398329;21303971;21506126;22094462;8929531;9346240;9381178
TCF4	CATALYSIS	MYC	15576399;16039586;17143292;19619488;22290435;22761862;23343194
AKT*	CATALYSIS	BAX	14766748;15642728;17525161
PP2A_A*	CATALYSIS	AKT1	10026142;10995457;16680151;18039929;18042541;18077353;18559511;18588945;19556239;19996169;20360384
CDK2	CATALYSIS	PCAF*	11980909;15123636;15133492;15558010;15840440;16123593;16135794;16213134;9556498;9736735
MLH1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	MLH3	15703371;16612326;16697054;18157157;18406444;19847258;20478261
p27KIP1*	CATALYSIS	E2F4	10385618;10498883;12006580
CUL1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	USP15	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
RBX1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CSN5*	10023660;12820959;15071497;15340381;15688063;16039586;17143292;19352404;19366350;19576224;19597341;19619488;19849719;20006983;20558317;20843316;20976471;21411632;22682247;22730322;23343194;7641885
RFC*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	XRCC1	11900249;12648680;12930902;14726013;15189466;15459660;15703371;16697054;17102137;17116885;17296725;17582221;17652783;17884153;18087292;18196958;18584027;18677104;18809224;19258535;19772495;19793801;19809470;19847258;20211143;20227374;20478261;21282463;21376743;22743550;24050180;8264637;8978692
MT-ATP6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	ATP5H	11410595;11744738;12110673;14701807;14757859;18953340
CyclinE*	CATALYSIS	FOXO*	15279786;15677884;17038621;17303408;17660363;18590585;7575488
MTOR	CATALYSIS	FIP200*	11274345;12150925;12408816;15755954;17680028;18000759;19151919;19225151;19446321;19568798;19706736;19864431;21157483
RPA1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION;MODULATION	TOPBP1	10882098;11877377;11900249;12185086;12648680;12766152;12875843;12909626;15279786;15459660;15703371;15798197;16697054;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17582221;17608804;17660363;17884153;17887956;18590585;18677104;19282663;19622404;19793801;19809470;19847258;21406556;21527023;7575488
RCAN*	UNKNOWN_CATALYSIS	Tubulin-_alpha_*	19136967
MT-ATP8	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	ATP5H	11410595;11744738;12110673;14701807;14757859;18953340
HIF1B*	PHYSICAL_STIMULATION	TGFB3	10403805;10712429;11566883;11790723;12080085;12829734;13130303;15451019;16887934;1823643;7539918;8943284;9159130;9278421;9746763
DKK1	CATALYSIS	G_beta_*	11448771;17804805;22807036
ECSIT	CATALYSIS	NDUFC2	15526035;16200211;16218961;17344420;20025615;20816094
Actin*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	BRD8	17320397
ECSIT	CATALYSIS	NDUFC1	15526035;16200211;16218961;17344420;20025615;20816094
FOS	CATALYSIS	RAF1	11274345;12738796;16393692;17439715;18039929;8545107
ZEB2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	MIR192	21518799;22753312
E2F4	NEGATIVE_INFLUENCE	POLA*	15574595;16135806
E2*	CATALYSIS	SUFU	12820959;15340381;15668399;18997815
DYNC2H1	PHYSICAL_STIMULATION	_beta_-Catenin*	18559511;19996169;20360384;21209331;21602792
NDUFAB1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA9	N/A
CyclinE*	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	E2F4_5*	15279786;17303408;17660363;18590585;7575488
E2F1_alone	POSITIVE_INFLUENCE	EZH2	14532106
NDUFA6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB8	N/A
NDUFB9	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA6	N/A
NDUFA6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB6	N/A
NDUFA6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFB7	N/A
ATP5S	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ATP5I	11744738;12110673
COX5B	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	COX4I2	N/A
COX5A	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	COX4I2	N/A
NDUFC2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA6	N/A
NDUFC1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	NDUFA6	N/A
PCAF*	CATALYSIS	p73*	11804596;12660246;19407812;19788416
E2F6	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	PHC1	11171983
p53*	CATALYSIS;TRANSCRIPTION	PMAIP1	12676992;14684737;14699081;15856024;16888645
AIFM1	CATALYSIS;COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;STATE_TRANSITION	NDUFAB1	15526035;16200211;16218961;17344420;20025615;20816094
GZMA	CATALYSIS	NDUFS2	18485875
ATP5J	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ATP5I	11744738;12110673
GZMA	CATALYSIS	NDUFS3	18485875
GZMA	CATALYSIS	NDUFS4	18485875
GZMA	CATALYSIS	NDUFS5	18485875
GZMA	CATALYSIS	NDUFS6	18485875
RHOA	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	DAAM1	11226259;11779461;14704854;14747478;15265686;15618519;17127310;17884187;18256687;18497258;18851840;19020754;19366350;19565474;19853559;20006983;22017973;7641885;8655584
ATP5I	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ATP5O	11744738;12110673
GZMA	CATALYSIS	NDUFS7	18485875
GZMA	CATALYSIS	NDUFS8	18485875
ATP5L	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ATP5I	11744738;12110673
RIPK1	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	CFLAR	N/A
GZMA	CATALYSIS	NDUFS1	18485875
_beta_-Catenin*	PHYSICAL_STIMULATION	Claudin2*	11955436;11967263;12051714;15151915;16940750;19751508;22270359;7542250;8666229
BAF53A*	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION	ING3	17320397
TSC2	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;PROTEIN_INTERACTION	HERC1	16464865;16636147;17680028;18291711;20146692
FGFR3-ligands*	UNKNOWN_TRANSITION	FGF8	N/A
ATR	COMPLEX_EXPANSION;HETERODIMER_ASSOCIATION;INHIBITION	PRIM*	10882098;11438669;11571269;11877377;11900249;12185086;12535671;12648680;12766152;12875843;12909626;12930902;12947387;12972610;14676842;14726013;15189466;15279786;15459660;15474417;15703371;15798197;16697054;16731533;16880517;16934469;17102137;17116885;17141802;17296725;17303408;17384638;17386261;17582221;17608804;17652783;17660363;17884153;17887956;18048416;18082604;18082605;18087292;18196958;18550849;18584027;18590585;18677104;18756267;18809224;18931676;19075014;19217432;19258535;19264559;19282663;19473888;19490890;19595721;19596235;19596236;19622404;19667075;19686080;19772495;19793801;19793861;19793862;19809470;19841479;19847258;20019063;20029420;20081207;20173781;20211143;20227374;20478261;20723763;20832754;21060331;21282463;21337561;21376743;21406556;21527023;21948210;22101340;22257761;22266823;22373527;22505525;22615860;22657828;22743550;22751496;22824526;23085398;23253856;23444773;24050180;24089143;24095737;7533895;7575488;8020957;8264637;8978692
