Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
143,36389730,Lachnoclostridium,1506553,genus,,S100a9,20202,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnoclostridium,1506553,genus,,Ereg,13874,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnoclostridium,1506553,genus,,Il10,16153,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Roseburia,841,genus,,Cxcl2,20310,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Roseburia,841,genus,,S100a9,20202,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Roseburia,841,genus,,Ereg,13874,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Roseburia,841,genus,,Il10,16153,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Clostridia,186801,genus,UCG-014,Cxcl2,20310,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Clostridia,186801,genus,UCG-014,S100a9,20202,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Muribaculaceae,2005473,family,,Tnf,21926,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Clostridia,186801,genus,UCG-014,Ereg,13874,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Clostridia,186801,class,UCG-014,Il10,16153,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lactobacillus,1578,genus,,Cxcl2,20310,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lactobacillus,1578,genus,,S100a9,20202,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lactobacillus,1578,genus,,Ereg,13874,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lactobacillus,1578,genus,,Il10,16153,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnospiraceae,186803,family,,Cxcl2,20310,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnospiraceae,186803,family,,S100a9,20202,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
